"243_120426"	"429_120507"	"486_120515"	"520_120515"	"708_120531"	"663_120530"	"607_120523"	"602_120523"	"384_120503"	"444_120507"	"545_120516"	"369_120502"	"637_120524"	"196_120424"	"952_131107"	"289_120430"	"500_120515"	"706_120605"	"711_120531"	"407_120503"	"508_120515"	"829_130725"	"787_130530"	"298_120430"	"564_120517"	"460_120514"	"626_120524"	"680_120604"	"638_120524"	"605_120523"	"502_120515"	"360_120502"	"369_120502"	"04_120405"	"501_120515"	"253_120426"	"470_120514"	"534_120516"	"352_120501"	"331_120501"	"505_120515"	"551_120517"	"498_120515"	"938_131101"	"456_120507"	"691_120605"	"152_120419"	"647_120529"	"285_120430"	"213_120425"	"950_131107"	"461_120514"	"386_120503"	"812_130702"	"405_120503"	"340_120501"	"274_120430"	"547_120516"	"951_131107"
"Q5T9C9"	1078.834473	1122.736693	1016.128206	1158.022373	1150.853375	1271.200631	1050.40389	1141.457767	NA	989.3839771	1172.816604	885.1398193	1163.669224	1101.826947	1283.464064	1143.780344	843.7236796	1132.617008	1189.861197	1223.10199	1115.950084	1231.529499	939.5149356	1141.449173	1093.866365	1149.702194	1031.055665	1026.104201	1150.778959	1177.952715	1151.559162	1171.286873	885.1398193	976.0378041	1174.365356	1165.075041	1167.433117	1164.935301	1262.646022	1010.224724	1220.908175	988.9488809	1225.886579	1189.036693	953.9719717	1117.325957	1036.106834	1210.933096	1113.819456	1195.220006	1076.120954	1053.430455	1100.504466	1160.682177	1208.112484	1139.512656	929.9132079	1180.598565	1156.679495
"P58005"	474.3894411	514.2577798	445.6252848	428.9359826	NA	426.1382344	347.9064687	470.1706264	NA	351.3748236	448.240397	396.4921403	NA	361.6222371	445.671378	419.2882453	400.8048724	370.778337	412.5976027	453.8246194	338.7497917	499.7460706	427.3239374	408.9978993	427.3896402	472.0325161	504.1301013	417.6624566	443.674215	400.1059958	424.1726638	397.9538696	396.4921403	349.0370872	501.7992271	426.7276862	NA	400.6031019	503.3237951	374.8252487	369.6511489	NA	416.8122129	NA	491.1439712	458.1235819	297.9220752	413.5423558	402.2282378	364.8613669	NA	387.7011323	379.8362175	419.8626226	NA	286.9069115	471.3241846	405.6362401	480.7111605
"P61011"	12165.14861	11545.7147	11174.51295	12250.04936	11358.93399	10710.43839	11911.99324	11472.46509	11427.4511	11940.83122	11341.57156	10957.78588	11347.0339	11594.03703	11358.65116	11226.5255	13302.10938	11569.97766	11032.87379	10657.76493	11463.55014	11208.48082	12089.90732	11449.32737	10470.64548	11079.31988	11481.91003	12005.9363	10702.51379	11845.67882	10755.58642	11557.78601	10957.78588	12490.20311	11344.52514	12581.47615	11005.65111	11379.56499	11299.36818	12417.417	11482.80253	11275.25109	11382.04213	10871.17019	11239.87281	11322.41196	11116.32413	11371.55072	11717.45525	10793.92212	11152.86019	12764.0562	12065.59709	11847.14708	12004.98985	12883.74075	11152.41758	12004.63348	11029.64575
"Q7L3T8"	3355.196273	3431.883832	3422.285869	3605.465323	3653.618736	3194.308456	3530.19301	3320.848514	3588.539361	3497.67655	3427.512968	3679.349504	3177.326546	3062.139069	3365.562322	3256.254586	2951.371753	3581.848863	3590.634215	2690.607629	3817.401767	3850.771709	3656.482194	3414.80961	3537.561401	3562.563204	3625.240581	3578.107979	3500.926924	3612.396838	4003.316498	3563.65111	3679.349504	3655.361459	3157.601881	3402.916518	3465.623859	3364.346085	3292.700635	3721.043042	3555.384626	3448.252976	3488.270165	3105.04609	3303.355143	3556.411554	3756.126296	3727.307808	3712.656452	3464.09557	3963.923155	3787.002679	3826.763626	3275.994971	3828.589745	3595.885606	3442.061195	3465.377488	3936.112558
"Q5T0D9"	14357.36181	18431.72588	13470.02697	17734.14601	14904.30433	14758.08979	17801.26426	12436.27543	15859.28914	13276.1752	15864.95423	16338.79166	15223.59796	15758.1502	14322.67012	15001.1875	7927.484458	16127.91111	14700.02141	16332.76415	14843.83439	14936.54409	15208.65025	12393.26523	14714.29133	14766.74729	15415.78378	14903.40032	15439.56304	15491.11589	14495.23046	13084.17184	16338.79166	17483.54182	14765.58874	15436.3151	15097.87157	14988.8142	12557.59679	15766.4606	15724.49656	16171.77809	15014.42072	15298.9967	19372.83465	14711.98301	11386.92951	14662.63237	16113.41212	14322.09505	14794.05435	15950.3348	17144.8783	15109.98533	15618.65981	10547.84663	14476.06196	15203.84337	14353.72838
"P21589"	10110.61542	10145.02181	9420.485547	9360.152866	10474.72493	10360.25029	10444.88844	9482.908453	9419.379897	9799.63518	10237.01142	11688.82148	9190.913587	8855.835577	7844.575106	10988.34064	7246.385247	9756.244757	9611.257103	8794.603549	8907.893557	9767.872137	9216.634035	10496.83654	10001.94578	7247.164177	9741.511969	8862.298729	10349.8629	9533.197956	9864.35455	10281.33749	11688.82148	10555.54523	9720.978181	9518.742286	11781.04197	9832.688626	9031.071969	9614.755485	8987.510594	9558.747236	9624.142657	9700.94173	9984.552825	9128.084994	7707.027489	10179.62951	12855.46096	9910.850687	8900.571746	9663.876441	8870.984808	8563.33725	9162.031877	13621.64105	9447.481448	9843.805003	8734.83913
"Q8WV41"	550.6810642	500.7752695	NA	553.871145	NA	NA	NA	418.6285982	NA	467.7621655	488.9254404	536.9497939	NA	NA	508.7582922	NA	671.7228735	387.463538	503.520284	458.0794365	491.762315	599.3392902	515.7686737	493.9059484	380.5468545	415.0555073	NA	NA	NA	NA	NA	502.8071136	536.9497939	445.5666868	472.8970488	485.451899	NA	463.4181772	507.2271195	466.2406491	549.8384495	NA	511.7499997	NA	468.0583652	489.6339689	468.9010144	454.3616274	526.6146985	484.3469929	435.8148568	485.9158384	522.7952721	NA	513.787428	544.995763	527.1607165	NA	NA
"P53779-2"	27831.65271	31437.10355	28455.63512	29750.28057	30000.16156	29975.15813	28180.97604	26630.02576	30011.91692	28909.8607	29753.60141	33345.06375	30671.81755	28564.36181	27432.37004	28749.77876	17792.37638	30084.01992	29115.9994	26594.97106	29583.03902	29382.93166	29030.3555	28011.96592	30107.47535	28080.7354	28891.98097	29745.27509	29724.30171	29506.44422	32727.02286	28695.47873	33345.06375	27341.3346	28662.1787	28570.5038	30301.13139	29653.63497	29540.21543	28833.77755	30741.43965	29261.31098	29996.50393	28796.0889	30878.6516	27441.06851	26551.00765	30109.86712	29167.87737	29157.25965	28953.70887	36924.85255	31750.03135	28492.14893	29432.75382	29375.85233	27166.91795	30121.85609	29357.69929
"P20472"	9827.601447	7120.27708	9296.522901	9495.903099	11550.4996	9567.920007	13030.02971	11230.32154	10009.54066	11343.57071	10459.88765	10310.04342	9314.17451	6193.789996	8814.033731	9908.747582	57822.6426	9382.52377	11032.15841	8235.669595	9345.362913	11871.10924	9817.222878	13507.52012	10495.90302	9781.932781	10817.97622	9090.629828	13515.71239	8950.182501	10327.64982	17599.67929	10310.04342	10860.61059	10055.89809	10025.16329	9612.358578	12089.42716	9910.429943	8304.657626	10743.81898	8897.25874	11641.45421	7845.516404	6668.802077	9860.830715	9045.701597	9922.863075	12094.21815	12100.83177	9040.467524	16676.59457	9186.010842	9164.027953	10507.14043	20014.40778	6287.004614	10219.90642	10878.81384
"P06396-3"	366.916521	235.8472048	193.6293321	147.651124	194.8707792	NA	NA	181.7510421	NA	418.4854264	167.8039152	NA	167.5271785	181.9322911	203.612411	NA	222.3923821	136.3927965	170.1354466	271.2225448	186.0438848	206.4025109	NA	197.8089919	175.4459545	158.2855821	332.2153793	165.1586426	194.924932	NA	NA	174.5348497	NA	1604.723225	156.4606951	548.6984412	319.2590524	172.679805	168.7008778	405.412824	168.8532793	NA	NA	NA	NA	187.7720464	353.4036529	197.1799222	190.0325873	170.5396025	194.9375045	207.9019027	476.5549196	314.1561238	NA	212.6753559	163.1286891	185.2844957	139.2135561
"Q8TD20"	252.0964889	237.785543	237.9531824	NA	NA	NA	232.5298095	228.2321258	NA	NA	NA	220.1770785	NA	212.6529053	NA	236.8345951	221.0018984	212.0142577	NA	NA	223.3975798	178.2209847	NA	194.2551819	NA	233.5275453	214.0438209	NA	285.7188181	230.6446376	199.1391993	240.4458938	220.1770785	164.0377644	221.5754311	224.2180617	NA	NA	NA	188.5288286	208.0439511	NA	201.8836692	NA	201.740345	233.2733288	NA	227.7230212	219.6892343	206.1879317	NA	241.4002364	218.1656136	234.4195702	NA	203.5011438	224.3214874	NA	241.6421372
"Q9H6A9"	384.5034299	383.5107306	433.0194506	372.6370581	397.2506775	NA	NA	392.4114034	NA	353.6598498	413.1901314	371.1496105	413.7322621	377.3981843	286.7808596	359.5892593	388.7503631	371.3915549	335.0258092	341.4105377	370.373027	374.5120245	357.208604	357.90817	341.2556444	365.0689034	390.0687534	435.93953	475.1105165	395.5193654	NA	323.3812782	371.1496105	382.6922362	373.5441547	396.2061295	385.5687702	345.97881	372.0528439	375.6521104	359.6569173	NA	396.1456959	NA	474.7350965	386.4131071	400.0887707	353.9266959	397.6234363	386.7007956	400.898738	437.2265114	374.7204599	310.9891658	NA	378.9646574	383.2679603	359.3126572	372.5881759
"P51553"	31789.01442	32355.76905	29514.63028	34139.46952	30472.47491	31848.76317	32021.40731	30702.80386	30727.06218	30908.02826	31930.06084	31894.13959	29050.86179	29221.84083	34223.7539	29027.88043	27829.50842	33091.98833	33706.01529	31869.74394	33196.55123	31079.43841	32085.20231	32289.03343	32950.59987	28854.55998	36787.5612	32315.20826	30130.43991	29557.55821	32409.14135	32497.59774	31894.13959	47209.2559	30339.03657	32007.43966	31557.36471	30989.75889	31847.02276	30123.67192	32559.03786	28741.57597	31300.55406	28430.4787	29078.49831	31151.92505	32984.60789	32850.07367	32066.59089	31912.48309	31741.86548	34698.00878	33538.30137	29191.35373	32401.89151	33884.94184	28917.91185	30177.25021	31944.85157
"Q9BXF6"	23921.92555	24855.83286	24259.21991	25563.25698	24490.05997	25297.84937	24608.31702	21923.91436	23973.12931	24205.52489	23594.63423	24307.97788	23103.35002	21878.90944	26327.70183	23170.49466	20831.55	23820.91289	23470.1954	25230.51714	24431.94806	24025.12602	24373.83333	22853.7826	24246.10075	22345.34095	24239.27775	25249.61351	24040.49402	23409.21227	24121.8029	24001.23261	24307.97788	25952.42241	23021.71983	22776.15531	24185.34078	24115.10806	23771.29021	24124.39793	24155.97556	23629.22148	23299.18273	24945.47005	23522.97682	24017.05681	23953.09382	24850.27752	23908.4748	23991.67443	24887.74228	24695.86747	24048.39089	22607.96556	25094.93529	21245.72412	22751.05316	24004.25795	24071.29651
"P50570"	247.6658708	266.9743401	284.7458112	NA	NA	NA	NA	280.6676362	NA	262.8130832	265.5294349	266.6485406	NA	256.2385203	262.8472422	278.978716	347.9186392	264.3147995	278.7120446	NA	238.6751555	268.1662998	263.5814504	286.6148557	NA	236.7624108	248.9186818	215.7401975	303.759304	268.5890492	NA	284.0100856	266.6485406	189.5605981	293.5467649	251.3481478	NA	NA	279.0003468	264.8513802	263.4989839	348.3411843	259.5909634	250.1178813	245.7959353	276.3462784	236.1086161	254.253222	244.0109522	262.7351898	268.50176	198.3522401	273.9322724	254.4965107	NA	238.4962996	249.908432	245.1209792	268.4454152
"P35222"	49971.4151	51983.13256	50727.04342	52382.1333	51692.65408	49066.80614	52603.55218	48561.866	49913.72048	52017.2515	52317.63597	54542.3477	52892.7866	52174.71214	44552.66022	47888.82476	43617.73503	53939.54996	50117.25192	47562.60074	51256.28841	53010.6261	51924.88218	51882.71353	51920.39373	48460.02956	54067.51122	51914.71897	52222.57136	53909.33907	52537.94695	51805.88916	54542.3477	51555.24591	52452.68317	49776.93865	53458.35631	51046.05257	49695.9307	54817.50962	54384.69273	51700.48404	52347.43709	52652.12236	52413.68277	52123.4389	45573.53774	53922.66496	49826.8619	51495.23262	55164.72689	61973.93354	54828.90636	52469.75399	51987.12544	50879.55878	50915.93496	52586.14455	54284.49285
"P47929"	NA	NA	229.4583327	244.3840282	182.5741772	NA	NA	249.9936848	NA	331.8241682	206.9650351	300.3460812	150.9808904	NA	262.8806784	157.0335218	NA	NA	344.1235256	NA	NA	260.591753	224.0795584	253.0087975	266.3182319	NA	NA	NA	NA	54.97809561	NA	346.6819274	300.3460812	152.9222505	301.4089233	200.6441989	217.3093305	249.7308409	NA	217.9249919	NA	NA	251.1746146	NA	135.6080507	NA	403.6948103	NA	264.8295084	252.9815392	NA	NA	187.047758	271.2971652	NA	NA	244.1426451	230.6099806	NA
"O94856-9"	3687.131392	3578.034344	3659.470368	3634.842286	3575.341992	3686.647873	3408.907739	3084.778496	2900.717521	2696.391083	3978.436027	3994.14172	3791.233019	3629.935297	3617.642298	3672.403014	2816.695342	3425.272942	3231.693641	3750.324723	3807.206429	3638.842048	3600.469749	3631.279069	3362.545865	2626.759667	3590.149577	3403.164583	3646.426392	3703.336421	4061.586774	3504.553286	3994.14172	4401.166419	3260.338238	3483.155089	3702.509825	3600.947636	3393.215118	3726.567753	3595.162753	3094.015723	3422.855159	3982.764983	3781.612086	3704.77904	1623.618394	3886.079988	3618.753354	3259.618119	3531.013491	3651.016438	3642.882585	3657.136821	3800.923149	3681.066456	3321.582228	3688.091187	3939.528582
"Q8WU20"	416.5190523	459.4247649	441.0037944	433.7476755	422.411648	508.4110922	NA	477.6577297	NA	434.5082671	409.3133426	397.7423189	362.9309077	421.6047651	427.9069403	459.8672684	456.1802928	479.1240558	456.3620661	NA	432.5180788	445.4432835	428.9907333	444.200159	393.4353926	443.4938215	412.2388541	437.8998057	422.863083	485.5786975	NA	436.0891495	397.7423189	320.7540544	443.8042013	446.3230576	448.5671043	448.3381842	438.4322016	446.7087663	444.1086265	488.3659546	403.178635	522.5006127	564.3047922	367.814199	434.3328969	438.7848338	480.7707229	466.4330831	NA	437.7864624	432.2211394	434.7390263	NA	356.3288044	447.5494142	444.0829064	523.7455437
"Q8NG11"	458.0893989	381.1548549	359.2382711	365.796603	360.6594594	384.6217109	NA	376.8044395	391.3889279	375.3198028	425.7304335	353.0305621	373.7101514	464.2288785	503.6196229	386.3077352	336.044368	360.3684104	387.7922133	375.7110663	348.3980066	359.5601357	427.5611893	383.8897868	349.8625352	435.1235791	380.0646915	378.3787432	362.9680796	353.6117143	NA	363.2469854	353.0305621	420.4464376	373.9017743	370.9330737	391.2870149	376.3333742	345.6084853	373.6931592	402.9423152	NA	388.674041	NA	382.5247689	372.1073675	368.827825	391.3817242	378.7685638	405.7800467	372.2127399	319.7976539	418.9357606	342.3423007	NA	396.2720816	445.4585045	361.4286058	356.3950004
"Q9Y3T9"	570.1280853	NA	603.9336233	531.9039864	527.2254014	NA	570.1850923	570.0196788	NA	571.955846	578.2723697	500.2161187	558.739469	576.0509467	568.1519665	558.0424373	663.140881	NA	555.0625657	NA	567.399781	570.7534761	566.5703185	584.4621505	608.2939034	562.1562785	561.8324093	450.0928357	609.024247	558.3705876	623.476271	592.5654081	500.2161187	487.2420781	567.5530138	561.3219526	523.0241392	538.2069971	530.7170085	553.7967576	559.3635901	NA	617.6439316	NA	504.0405911	550.8108414	567.4939391	580.7883581	559.4252286	615.8733041	NA	532.7609315	566.4745929	534.8630891	542.4182225	538.4204603	603.387314	554.2770765	NA
"Q9BV23"	4953.337451	5060.129876	4678.311991	4456.742434	4931.059811	4976.729161	5091.837184	5439.800209	5356.982593	5002.851067	5152.445952	4772.707775	4411.026799	5133.746042	5177.881974	4968.720242	5275.173907	4979.870504	5082.870169	4932.109279	4859.462337	4686.652652	4561.873286	5531.514048	4813.856303	4695.655174	5162.107891	4969.154561	4946.105517	4698.364919	5173.637514	3747.944048	4772.707775	4799.254739	4980.821117	5307.478845	5185.803857	4987.953344	5592.577539	4797.178217	4813.900325	4994.962622	5609.705628	4796.523399	5037.606677	4985.97865	4536.270151	4595.58794	5313.461792	5187.892132	4981.601341	5174.997745	4894.85252	4912.521349	5193.830358	6370.753591	4097.283068	5463.465685	5543.357808
"Q9BSF0"	1369.956984	1128.474236	1130.19869	1038.439572	1132.441246	1118.806365	1113.793038	1275.056101	727.2920307	1280.531652	1104.167743	1301.326913	1104.383674	1225.052883	1312.950437	1011.863186	1074.94064	1149.836073	1102.895842	1205.519162	1065.159512	1089.705007	1050.096946	1335.234986	1032.026946	1099.212266	1022.266723	1049.835806	1125.559015	1051.127716	1070.825426	1018.590658	1301.326913	1270.297038	1270.06308	1220.724196	1054.954518	1089.895813	1001.242159	1145.610935	1057.542457	1051.238617	1016.997149	1265.403165	1013.147712	1185.284797	973.9660527	1058.441654	1085.560724	1097.119916	1127.748569	1105.346251	1169.453959	1094.752937	NA	1276.458939	1196.586688	1044.451341	1095.897011
"Q9H078-2"	13424.6266	15291.72643	15085.88963	17673.28693	15267.40306	15487.49432	16930.47664	15432.01896	15912.27866	15512.28555	16026.6781	16943.76626	13812.67419	13796.90001	16781.47266	14834.92392	14060.09037	16653.13085	15299.39811	15293.44019	15920.54061	15797.82085	15504.46871	14636.77654	15597.62367	14719.70045	15952.26685	15797.49669	15861.72559	15021.50532	15547.70571	15525.30131	16943.76626	12986.286	15664.78482	14301.66195	14794.53416	15571.81478	15391.24426	15076.85325	14736.12931	14939.88578	15350.69006	15866.35484	14084.16711	15655.57824	13762.88271	16648.82657	15874.3319	14887.62434	14846.61676	16563.18855	14003.02548	14927.95416	16268.64884	14068.57609	14626.95488	16353.73771	15100.83157
"Q9UPN3"	2817.465198	2854.480356	2900.049214	2955.002903	2967.729119	2789.276895	2914.617591	2651.035346	NA	2776.150787	2719.52492	2612.503364	2906.78053	2896.311638	2900.693396	3093.182861	3308.394142	2865.959918	2859.102904	2952.409472	2951.497713	2882.305534	2733.519926	2577.580494	2795.614802	2803.073787	2623.4959	2941.511344	2847.94478	2805.372717	2941.170836	2832.430193	2612.503364	2637.159813	2545.834273	2587.51198	2755.593522	2749.900327	3148.818237	2599.302092	2897.341253	3550.297718	2722.809545	3356.853479	3126.408262	2771.762927	2792.406744	2906.36394	2746.383662	2631.354933	2817.111146	2730.545417	2868.0283	2797.399306	2881.895779	2102.49097	2832.846058	2939.908079	2834.684752
"Q9UJJ9"	418.6321397	NA	447.7774352	338.2263309	NA	375.3034236	354.0208863	397.9598247	526.3073763	349.5442693	540.8369121	350.4044407	NA	380.9120274	364.5058728	382.0841773	431.1219535	NA	422.2071705	NA	368.3330135	374.5550161	NA	250.0125938	378.7554862	384.7012415	375.4392172	294.0635526	380.0187131	369.1457746	414.8079371	391.4166114	350.4044407	306.3873459	340.4318724	458.8959197	NA	364.9412727	342.7311259	385.950251	388.9901032	416.2556734	388.980348	391.5794721	342.784897	352.8253788	409.0727996	354.533979	377.6999789	417.6186704	341.5828679	429.4663891	353.7296043	543.4606937	NA	NA	415.8086461	NA	375.8844375
"P15880"	30283.25164	29585.48544	28246.41621	29070.54252	31176.55084	29856.33558	30480.10774	29378.73085	29132.96321	30694.35556	32898.80675	30011.17162	30477.17633	29532.64182	26104.81669	30804.91237	28397.81952	30335.83119	30044.01844	30592.61503	30646.22134	31135.15962	30938.77269	31103.74919	31530.2272	30268.98567	30138.31983	31191.94876	31328.58516	30929.72034	30068.34086	30618.31919	30011.17162	33843.06478	31387.8412	31654.53576	30912.30144	30652.7238	29527.3213	30296.11651	31016.36039	31145.78347	31698.04163	28572.02743	28968.92554	30459.31999	27779.23108	32010.70142	31624.16051	31614.02138	30360.13242	31368.94959	29439.63797	31928.03683	31253.70486	35379.20865	30324.20273	31116.79481	32975.78309
"Q16620-2"	903.7291827	1230.368592	1233.350518	1928.011048	NA	NA	NA	1196.328818	NA	781.49534	480.6001114	NA	NA	1300.235046	1456.502774	NA	605.2282442	681.4654719	973.667399	1219.367344	1225.76242	1765.91867	NA	608.2589617	2014.142713	973.4912425	1336.41417	1886.880761	2299.536916	NA	NA	1197.504322	NA	1007.383833	1931.560611	1237.604375	NA	975.2018065	325.962863	1051.469674	1509.39428	NA	NA	NA	NA	1332.205762	1506.238899	973.1681633	944.9478118	1480.89539	1863.552611	1236.561417	975.6937034	NA	NA	611.820406	1414.72492	2094.337356	1543.868452
"O00487"	8293.963304	7755.298672	7261.220199	7330.774082	7774.28497	7323.2857	8085.955782	7607.447994	8372.63402	7650.945855	7700.309017	8965.348068	7698.738399	7263.79387	7156.975865	7623.454236	6573.334439	7632.056995	7191.501075	8221.893929	7094.715956	7633.075473	7990.785775	7412.218331	7913.878128	6945.111798	8270.481377	7604.146178	7719.555522	7449.371365	7607.156632	7575.386483	8965.348068	10928.14809	8080.043766	7612.315601	7343.35423	7896.451189	7646.235394	7637.198502	7590.940424	7726.953644	7855.95467	7434.391674	7462.934924	7647.980176	7610.820141	7960.521975	7248.76581	7396.512893	8021.193113	11235.98639	7898.040104	7748.258863	7113.854294	7604.719465	7313.601728	8208.69824	7626.055648
"Q9Y6K8"	35595.708	42705.75814	36663.33075	37801.45931	37367.73163	39823.6691	37030.02109	35369.27596	39410.03729	36160.95591	36231.11056	34219.21563	39808.30583	38836.59412	37984.37902	36370.29207	18264.95574	36697.96309	32858.74226	34704.16046	39181.44509	35307.56772	36623.17794	34661.18387	35789.57239	36356.80689	36986.30781	37352.66468	33227.28396	37391.53656	38449.0221	36064.3264	34219.21563	37523.2981	36122.89065	36922.81077	36116.291	34640.22195	35178.30358	38030.25098	35326.70871	36697.48373	38823.57472	37816.7112	38144.27521	36526.70865	29027.27458	37965.47012	36112.01821	33807.22137	42118.25883	38215.73802	41958.69286	37253.25948	36991.09066	31765.82971	37117.14593	41509.51555	37440.14413
"P31948"	116562.5646	113852.5864	104136.4182	118715.1889	107537.18	105150.1425	114258.2302	111630.9498	110617.8935	107555.4349	109316.2331	120034.5785	103761.465	108363.1667	102639.4431	105986.0246	123974.1489	106600.2654	102120.2517	100247.4613	105722.6636	103144.5158	109288.4018	106440.8959	98543.48227	105979.5435	105317.6929	111563.4032	100823.9342	105183.6193	105238.8139	110028.4143	120034.5785	101158.3361	106169.5693	115015.017	109641.1737	112387.9484	109936.3352	120734.0653	108972.3162	106360.5359	109088.7804	101406.4443	104303.0911	102779.9949	100527.6121	100405.3641	105785.881	96699.7999	101598.378	136544.2958	110313.7062	112333.7747	107945.1048	108018.5477	104915.409	107032.609	106958.9857
"Q96FJ2"	23384.33336	25248.22756	22966.08744	25761.49548	25402.68615	24447.40174	25188.95302	24556.4478	24176.02337	24183.26254	25306.6546	21094.96594	24482.50929	24451.27965	20708.33641	25160.37461	26076.31413	24531.40383	24300.00704	20549.98972	24461.48931	24711.75721	24171.60203	24437.93814	24665.42051	24913.79779	24472.70858	24528.41247	26715.05262	23463.96599	23191.2689	25629.19187	21094.96594	24639.6119	24282.21961	24638.99388	24639.71765	24141.47077	23064.82962	26012.91094	25562.83583	25543.28239	26836.94998	23001.90785	25075.9226	23397.59442	23860.47193	24404.49691	25812.63843	26777.04516	25047.92177	32405.29325	27208.48663	26170.75741	24837.32102	26996.66072	23113.30009	24289.30693	25027.46421
"Q8IY17"	14080.30609	13387.65044	13568.40484	14363.03616	13519.7898	14317.32052	14771.60996	14407.39411	14800.84176	14517.73234	14443.84876	15244.83464	14145.57278	14055.21253	15645.8972	14279.43356	10039.54631	14742.45971	14160.19136	16165.81993	14223.58035	14161.44329	14137.68863	14649.25934	15602.61809	13213.03819	14414.24119	15107.6049	13545.16549	14645.18922	13642.9121	13997.28405	15244.83464	13446.7364	15096.49145	14001.4427	13403.09565	14497.83684	13029.54412	14918.2296	14238.92733	14625.03327	13808.92536	14499.56141	14033.20967	14377.09958	13331.30403	14976.31097	13799.27746	14449.1499	13847.53328	14363.33198	14659.97393	15000.6468	15849.63703	13466.31784	14266.81191	14721.04845	14734.59618
"P32121"	1405.13352	1322.499973	1307.02754	1180.871968	1274.135927	1222.97891	1213.083859	1495.780889	NA	1261.117272	1287.418855	1095.735895	1315.330147	1262.938438	1196.335104	1303.659372	1300.696602	1378.819077	1333.393544	1021.078602	1294.603152	1388.3561	1745.516978	1287.70825	1308.309063	1227.7309	1362.50473	1284.741299	1385.669949	1445.726903	1239.63071	1257.763475	1095.735895	1258.688978	1334.349661	1307.627878	1344.96133	1309.045773	1359.742894	1419.506472	1361.36075	NA	1340.702738	NA	1310.224833	1326.769174	1394.199883	1265.007441	1383.529094	1331.236782	1365.802684	1321.844807	1400.445482	1382.420652	1099.499067	1258.139257	1303.904776	1325.263394	1323.467528
"Q5VUJ6"	723.1542841	NA	590.4859565	NA	NA	752.2941679	755.5656125	652.5368356	NA	494.9701242	486.9868035	660.7713241	NA	662.8198685	623.1564512	628.1012521	NA	NA	802.0047699	NA	669.1467184	620.482563	616.0334802	653.7713169	NA	663.2089542	699.8550179	NA	622.6805416	672.6827054	662.1626771	628.6859806	660.7713241	541.5651242	681.1885229	638.1663904	NA	NA	680.5440902	663.8792538	NA	614.389354	832.7854434	715.9642558	718.282373	NA	773.4574676	NA	NA	591.6885094	592.3587408	724.6048983	705.8599135	665.682333	NA	644.3818331	666.3447902	789.7849052	NA
"Q9UPP5-2"	51064.50682	52860.32749	57990.4284	57568.80177	55354.84728	48066.37338	49906.91964	52817.71756	51524.85002	52683.02195	47724.55928	55204.5806	52912.81404	46632.29048	51052.47045	53806.86313	32315.92718	54028.99415	53843.30214	53456.58848	56320.7842	55772.46579	52495.30126	51841.93727	53635.16293	50841.5442	54166.87052	52941.05135	53833.50877	58461.89447	59608.87039	54929.31741	55204.5806	63501.3298	51240.0685	50100.89885	52098.60623	56750.18101	52331.84997	52868.88843	56433.85248	55536.9808	52387.61492	48832.23807	52768.28095	52356.36525	56450.72511	58792.43066	52648.95478	53210.9999	56421.74399	55138.59904	57623.23631	52686.54459	49462.12299	62877.92133	51493.10968	55662.5706	58363.35567
"Q00688"	9691.655722	10008.51991	9776.185065	9482.030582	9265.97924	9566.261643	9827.691187	9267.845953	10273.6301	9560.320527	9589.577773	11472.47143	9361.942251	9537.388957	10037.32868	8908.822073	9577.434406	8873.253288	8882.542444	10364.45542	9915.857958	9038.07626	9506.766875	10063.47177	9646.22871	9483.10572	10043.77068	9583.680108	9750.850086	9460.131332	7882.059455	8683.049394	11472.47143	17089.00604	10032.74091	10497.76921	9678.519635	8023.828675	9683.161537	10039.76539	10085.64199	9276.608458	10062.06024	9242.030617	10790.44279	9559.791744	9272.750196	9412.342544	9387.03941	8824.993258	9481.394891	10469.47617	9445.362976	10936.83178	9765.007374	10186.23458	9114.515941	9812.48594	9583.133595
"Q7Z2Z2"	3809.826447	4003.387782	4479.718549	4045.963201	3852.291063	4141.523906	4558.964871	4446.304698	5169.407587	4206.786402	3721.665407	3893.440241	3753.791885	4151.151915	4591.195149	3382.999339	4082.624409	3971.479276	4035.957704	4237.95745	4056.055303	3916.931775	3885.632409	3970.738814	4146.786936	4137.461139	4086.321079	4041.331647	3907.560482	3792.963862	4074.986352	4023.129279	3893.440241	4675.768357	3836.422616	4148.188282	4365.894093	4072.729801	4064.216701	3964.039341	4303.33093	4815.522799	4203.181403	3821.477848	3709.720524	4048.082742	4092.361154	4029.993176	4100.717979	4076.546691	4201.113858	3725.042456	4320.282243	4300.098335	3975.559404	4038.152638	3933.799659	3915.26767	4012.133864
"Q96MH6"	1215.331285	1285.758773	964.8943123	1158.207719	1130.834784	1251.581531	NA	1123.108985	NA	1213.823766	1221.672088	1135.845844	1367.750955	1213.450469	1159.442975	1245.008835	1110.436041	1204.582607	1160.066176	1425.963497	1213.927475	1223.979943	1211.323376	1249.895788	1280.7462	1169.631197	1192.513441	1220.131305	1256.181997	1093.981796	NA	1169.923367	1135.845844	1067.830444	1371.71499	1174.954922	1239.649573	1229.518304	1262.415503	1246.583616	1358.994271	1118.24958	1262.239928	1213.870633	1243.123124	1142.73526	1218.223375	1181.471912	1228.312267	1211.178578	NA	1236.050891	1241.235349	1202.814716	NA	1325.090648	1201.945732	1212.56527	NA
